title,url,date,header,arrangor,medvirkende,om_arrangementet
Den store havvindkvelden,https://www.arendalsuka.no/programsok/details/23069,2024-08-12T19:00,DEN STORE HAVVINDKVELDEN,"Norwegian Offshore Wind, Fornybar Norge, Offshore Norge","Arne Vatnøy, Kommunikasjonssjef, Norwegian Offshore Wind
Maria Barsnes Sanner, Kommunikasjonssjef, Offshore Norge
Astrid Bergmål, Statssekretær, Energidepartementet
Kjetel Digre, Adm. dir., Aker Solutions
Karoline Andaur, Generalsekretær, WWF
Åslaug Haga, Adm. dir., Fornybar Norge
Hildegunn Blindheim, Adm. dir., Offshore Norge
Arvid Nesse, Leder, Norwegian Offshore Wind
Kåre Heggebø, Leder, Norges Fiskarlag
Ingunn Kalve, Seaway7
Mathilde Tybring-Gjedde, Høyre
Kjetil Lund, Direktør, NVE
Lars Haltbrekken, SV
Marius Arion Nilsen, FrP","Vi sparker i gang havvinddiskusjonene på Arendalsuka 2024 med å samle hele industrien til den store havvindkvelden. 
Norge er pionerer innen flytende havvind.. Vi er inne i en brytningstid hvor innovasjon møter politikk i utviklingen av den flytende fremtiden. Det begynner å haste dersom vi skal beholde en verdensledende posisjon og samtidig bygge nye arbeidsplasser langs hele kysten. Vi innleder diskusjonen med en analyse av hvordan Norge ligger an til å nå havvindmålene vi har satt oss, og hvilke muligheter som ligger foran oss. 
Utsira Nord blir et flaggskipprosjekt, men  vi må også heise nye seil. 70 prosent av områdene NVE har anbefalt til videre konsekvensutredning egner seg til flytende havvind. På Den Store Havvindkvelden skal vi se noen steg videre på tidslinjen fra 2025 og utover. 
Industrien har ansvaret for innovasjon og industrialisering, mens beslutningstakerne skal sette rammene. Bli med når vi setter startskuddet for viktige havvinddiskusjoner under Arendalsuka om bord på ærverdige Christian Radich. Det blir først en time med program på scenen før det tradisjonen tro blir mingling, lett mat og drikke.
  Velkommen!"
Hva skjer med de globale utslippene?,https://www.arendalsuka.no/programsok/details/24737,2024-08-13T08:00,HVA SKJER MED DE GLOBALE UTSLIPPENE?,CICERO Senter for klimaforskning,"Glen Peters, Seniorforsker, CICERO Senter for klimaforskning
Kristin Halvorsen, Direktør, CICERO Senter for klimaforskning","Til tross for rekordøkning i fornybar energi, fortsatte de globale CO2-utslippene fra olje, gass og kull å stige i 2023. Vil utslippene fortsette å stige også i 2024 eller kommer verdens utslipp snart til å nå toppen?
Sammen med Robbie Andrew og Jan Ivar Korsbakken er Glen Peters en av CICERO-forskerne som beregner og fremskriver de globale utslippene fra olje, gass og kull for the Global Carbon Project. De nyeste tallene presenteres hvert år under klimatoppmøtet. I Arendal gir Glen Peters en statusoppdatering på hvor de globale utslippene står i dag, hvilken vei utslippene er forventet å gå i 2024 og hva vi kan vente oss i årene fremover. Han vil også snakke om trendene i store utslippsland/regioner som EU, USA, India og Kina og hva som skjer med kull, olje og gass.
Etter innledningen vil det bli tid til spørsmål og diskusjon med Glen Peters.  Arrangementet vil foregå på engelsk."
Kan atomreaktorer bygges ned bærekraftig ved hjelp av moderne teknologi og KI?,https://www.arendalsuka.no/programsok/details/23010,2024-08-13T08:00,KAN ATOMREAKTORER BYGGES NED BÆREKRAFTIG VED HJELP AV MODERNE TEKNOLOGI OG KI?,Norsk nukleær dekommisjonering NND,"Ruth Astrid Sæter, møteleder, Sæter Media
Pål Mikkelsen, direktør, NND
Ole Jakob Ottestad, Avdelingsleder IT, NND
David Hansen, Enterprise Public Sector Manager, Microsoft Norway
Eirik Lind Hånes, Teknisk rådgiver AF Offshore Dekom, AF gruppen
Sverre Myrli, stortingsrepresentant, Arbeiderpartiet
Solveig Schytz, Fylkesråd for plan, kulturminner, klima og miljø i Akershus fylkeskommune, Venstre","Norsk nukleær dekommisjonering (NND) belyser i vårt arrangement på Arendalsuka 2024 nye digitale verktøy, hvordan en hurtigvoksende digital utvikling påvirker planlegging og gjennomføring av krevende men samfunnsviktige prosjekter. Slike prosjekter kan innebære f.eks. dekommisjonering (nedbygging) av installasjoner som ble planlagt i en annen tid. Også annen industri kan stå over lignende problemstillinger. For eksisterende og nye tiltak bør livssyklustankegang innebære planlegging for nedbygging og håndtering av avfall. Det er ikke alle anlegg som fins i dag hvor slik langsiktighet har vært lagt til grunn ved utformingen av anlegget. 
Hvilke muligheter gir digitalisering og kunstig intelligens for en mer bærekraftig tilnærming i kompliserte prosjekter? Hvordan påvirker dette hvordan man jobber i slike prosjekter?  Hvilke utfordringer bør vi ta hensyn til? Fins det synergier på tvers av bransjer?"
"Klima og bistand: Hva har vi gjort så langt, og hva må vi gjøre fremover?",https://www.arendalsuka.no/programsok/details/23687,2024-08-13T08:00,"KLIMA OG BISTAND: HVA HAR VI GJORT SÅ LANGT, OG HVA MÅ VI GJØRE FREMOVER?","Strømmestiftelsen, Norsk Folkehjelp, Redd Barna, Kirkens Nødhjelp",N/A,"Vi tilpasser oss klimaendringene allerede. Hva har vi gjort så langt, og hva må vi gjøre fremover?
Bistandsorganisasjoner forteller om hvordan god klimatilpasning utføres i praksis, i land som er særlig utsatte for klimaendringer. Norske myndigheter deler perspektiver på hvordan klimaendringer påvirker prioriteringene deres, og næringslivet forteller hva de får ut av å støtte klimatilpasningsprosjekter i utsatte land.

Deltaker:
Per Fredrik Pharo, Avdelingsdirektør klima, natur og næringsliv, Norad
Erik Lunde, Generalsekretær, Strømmestifltelsen
Gry Ballestad, Leder Utvikling og humanitært samarbeid,  Norsk Folkehjelp
Henriette Killi Westhrin, Generalsekretær, Redd Barna
Dagfinn Høybråten, Generalsekretær, Kirkens Nødhjelp
Helene Bogen, Senior Associate, Wiersholm
Det serveres frokost fra kl 7:45."
Frokostmøte med Grøn Region Vestland,https://www.arendalsuka.no/programsok/details/24451,2024-08-13T08:00,FROKOSTMØTE MED GRØN REGION VESTLAND,"Vestland fylkeskommune, Innovasjon Norge, Grøn Region Vestland","Stian Davis, fylkesvaraordfører, Vestland fylkeskommune
Tor Martin Misund, seniorrådgjevar, Vestland fylkeskommune
Helene Frihammer, direktør, NHO Vestland
Trine Grøttebø, prosjektleder, Årdal teknologihub
Heidi Sunnøve Gaustad, prosjektleder, Grøn Region Vestland
Tom-Christer Nielsen, næringspolitisk sjef, Bergen næringsråd","Lær om hvordan Grøn Region Vestland støtter, oppmuntrer og hjelper industrien i Vestland fylke til å nå viktige mål for den grøne omstillinga med lågare CO2-utslepp, auka fastlandseksport og fleire grøne jobbar.  Vi ønsker velkommen til inspirerende frokostmøte om omstillinga i Norges største industrifylke.
Frokostmøte hvor vi belyser flere av dimensjonenene i Grøn region Vestland fra lokal til regional utvikling som påvirker det nasjonale arbeidet med grøn omstilling."
Forsvarskraft og bærekraft,https://www.arendalsuka.no/programsok/details/23395,2024-08-13T08:00,FORSVARSKRAFT OG BÆREKRAFT,CHEMRING NOBEL AS,"Elisabeth Natvig, Spesialrådgiver, Forsvaret
Helge Husby, CEO, Chemring Nobel
Nils-Ole Foshaug, Forsvarspolitisk talsperson, Arbeiderpartiet
HårekElvenes, Forsvarspolitisk talsperson, Høyre
Fredrik Tangeraas, SVP Kommunikasjonssjef, Nammo","Krigen i Ukraina har ført til et enormt behov for opprustning i Europa. Etter flere tiår med nedrustning står forsvarsindustrien nå foran en krevende tid der økt produksjonsnivå er tidskritisk. Samtidig har Russland omstilt til en krigsøkonomi. En krevende sikkerhetspolitisk situasjon krever dermed omstilling og opprustning i Europa. 
Hvordan kan Norge og norsk forsvarsindustri bidra til at denne omstillingen foregår på en måte som tar hensyn til både klima og miljø?
Kan en innovativ forsvarsindustri gå i spissen for en bærekraftig omstilling med ringvirkninger inn i norsk økonomi?
Ringvirkninger i norsk økonomi medfører fremtidsrettede arbeidsplasser, som kan styrke lokalsamfunn gjennom en rekke synergieffekter. Hvordan kan dette bidra til å løse utfordringer i Forsvaret og legge til rette for en bærekraftig utvikling?
Det vil bli servert frokost og kaffe fra klokken 0800 og arrangementet starter klokken 0815. Vel møtt!"
Energifrokost. Taktskifte mot 2030 - Hvor skal pengene komme fra?,https://www.arendalsuka.no/programsok/details/24448,2024-08-13T08:00,ENERGIFROKOST. TAKTSKIFTE MOT 2030 - HVOR SKAL PENGENE KOMME FRA?,SKAGERAK ENERGI AS,"Espen Henriksen, Førsteamanuensis, Handelshøyskolen BI
Erik Wold, Konferansier
Katrine Kleppan Blystad, Global Head of Energy, DNB
Siri Kalvig, CEO, Nysnø
Jens Bjørn Staff, Konsernsjef, Skagerak Energi
André Kallåk Anundsen, Markedsanalytiker, Skagerak Energi",De fleste av løsningene for å nå klimamålene mot 2030 er i dag kjente. Likevel går det altfor sakte for å nå både nasjonale og internasjonale klimamål. Er det finansieringen det står på? Hvem skal betale for det grønne skiftet? Og hva er barrierene mot å få pengene til å flyte riktig vei?Det grønne skiftet trenger store investeringer for å lykkes. Kommer vi til å se et taktskifte?
Burde næringslivet kastes ut av toppmøtene?,https://www.arendalsuka.no/programsok/details/24099,2024-08-13T08:30,BURDE NÆRINGSLIVET KASTES UT AV TOPPMØTENE?,Spire,"Tobias Drevland Lund, Stortingspolitiker, Rødt
Une Bastholm, Stortingspolitiker, Miljøpartiet De Grønne
Elise Åsnes, Leder, Spire
Tone Smith, Økologisk Økonom","Næringslivet sin tilstedeværelse på toppmøter har skutt i været. På naturtoppmøtet i Montreal var næringslivet tungt representert, og på klimatoppmøtet i Dubai rapporterte organisasjonen ""kick big polluters out"" om at det var rekordmange lobbyister fra fossil energi tilstede. 
Hvilke konsekvenser har tilstedeværelsen fra næringslivet på toppmøter? Svekker de ambisjoner og grønnvasker seg selv, eller er deres tilstedeværelse viktig for å finne løsninger?
I samtalen vil vi også gå inn på oppfølging av toppmøtene på hjemmebane. 
I desember i Dubai 2023 jublet både Barth Eide og Bjelland Eriksen. Utenriksministeren kalte klimatoppmøtevedtaket om omstilling “historisk”.  På hjemmebane virket det ikke som om regjeringen var helt på bølgelengde. Olje- og energiminister Terje Aasland mente samme dag at dette ikke ville ha noe å si for Norge. 
Hvor ambisøse er egentlig vedtakene fra klimatoppmøtet i Dubai og naturavtalen? Hvilke betydning skal avtalene få for norsk politikk?"
Hvordan skal vi utvikle bygd og by når naturen må bevares?,https://www.arendalsuka.no/programsok/details/23264,2024-08-13T08:30,HVORDAN SKAL VI UTVIKLE BYGD OG BY NÅR NATUREN MÅ BEVARES?,"Bygg Arena Arendal (BAA) 31 ledende bedrifter og foreninger i bygg, anlegg og eiendomsnæringen her representert ved:, Grønn Byggallianse, NTNU, Oslobygg, Veidekke, OBOS, Norsk Eiendom, Rådgivende Ingeniører, RIF, NKF -Norsk Kommunalteknisk forening, OPUS","Siri Gåsemyr Staalesen, medlem av kommunal- og forvaltningskomiteen, Arbeiderpartiet
Mathilde Tybring Gjedde, stortingsrepresentant, Høyre
Gro Sandkjær Hansen, medlem av klimautvalget og forsker, Oslo MET
Cecilie Pind, ordfører, Nordre Follo kommune
Margit Martinsen, nestleder Oslo, MDG
Mariann Haltskog Landsverk, senioradvokat, CMS Kluge advokatfirma AS
Berit Laanke,, direktør forretningsutvikling bærekraft, Veidekke
Karl Erik Navestad, direktør, Høegh Eiendom
Kirsti Kierulf, administrerende direktør, NKF
Katharina Bramslev, daglig leder, Grønn Byggallianse","Regjeringen har gjennom naturavtalen forpliktet seg til at Norge skal verne 30%, restaurere 30% av naturen og stanse utryddelsen av arter. Det greier vi ikke med dagens utbyggingsplaner. Hvert år har vi de siste årene bygget ned areal på størrelse med 7000 fotballbaner i året (Miljødirektoratet,2023) og nedbyggingen fortsetter. Det er allerede vedtatt planer for å bygge ut bolig, fritidsbolig og næringsformål på over 2000 km2, der nær halvparten er hytteutbygging. Det tilsvarer nesten 40 prosent av eksisterende utbygd areal. I tillegg kommer areal til samferdsel, idrettsanlegg og «andre formål» som energianlegg (Klimautvalgets rapport, 2023).
Lokale politikere ønsker å bygge ut for å sikre kapital og tilfredsstille behov for nytt areal, ikke minst boliger, og naturen taper ofte for lokaldemokratiet. Klimautvalget er klare på at vi trenger sterkere virkemidler for å snu utviklingen. Klimautvalget foreslår planvask av alle vedtatte planer så vi i større grad tar hensyn til natur og klima. Men hvordan skal vi sikre at kommende arealbehov blir tilfredsstilt innenfor naturens tålegrense og sikre en riktig fordeling av det som er mulig å bygge ut? Hvilket beslutningsnivå er best egnet i utbyggingssaker når egeninteresser ofte er i strid med nasjonale forpliktelser? Hvordan forstå «arealnøytralitet» og tolke det likt?
Program
Velkommen ved møteleder Katharina Th. Bramslev, daglig leder Grønn Byggallianse 
Hvem har ansvaret for å passe på? Hvordan kan nasjonale myndigheter sette tilstrekkelige rammer for å ivareta natur i arealpolitikken når kommuner er planmyndighet? v/Gro Sandkjær Hanssen, medlem klimautvalget og forsker Oslo Met
Hvordan må jus og natur spille på lag i planprosessene. Erfaringer fra Nordre Follo som allerede har krav om arealnøytralitet? v/Mariann Haltskog Landsverk, senioradvokat Kluge og Høegh Eiendom
Grå arealer er gull verdt. v/Berit Laanke, direktør forretningsutvikling bærekraft, Veidekke
Bygg Arena Arendal inviterer lokale og nasjonale politikere til debatt for å diskutere spørsmålene Hvordan skal vi sikre at nasjonale klima- og naturavtaler oppfylles med lokalt selvstyre og må det være en konflikt mellom strenge arealkrav og forretningsutvikling.
I panelet vil du finne
Stortingsrepresentant Siri Gåsemyr Staalesen (Ap), kommunal- og forvaltningskomitéen 
Stortingsrepresentant Mathilde Tybring Gjedde (H) 
Ordfører Nordre Follo Cecilie Pind (H) 
Nestleder Oslo MDG Margit Martinsen 
Debatten vil bli ledet av Kirsti Kjerulf, Norsk Kommunalteknisk Forening
I programkomiteen: NKF, OPUS, Veidekke, NTNU, Oslobygg, OBOS, RIF, Norsk Eiendom og Grønn Byggallianse (leder)"
Røffere farvann for skipsfarten: Økende kvotepris og krav til alternative drivstoff,https://www.arendalsuka.no/programsok/details/24551,2024-08-13T08:30,RØFFERE FARVANN FOR SKIPSFARTEN: ØKENDE KVOTEPRIS OG KRAV TIL ALTERNATIVE DRIVSTOFF,Veyt AS,"Frank Melum, Senior Analyst - Maritime Carbon, Veyt
Hæge Fjellheim, Head of Carbon Analysis, Veyt
Knut Vrålstad, Head of Renewable Energy Analysis, Veyt
Sveinung Oftedal, Spesialrådgiver Klima, Miljødepartementet
Marte Ziolkowski, EU-rådgiver, Rederiforbundet
Mathias Karvel Kyllingstad, Analyst, Steem1960 Shipbrokers","Et drøyt halvår etter at skipsfart ble en del av kvotesystemet er rederiene i ferd med å finne sin plass. Med gradvis innfasing av kvoteplikten har ikke EU ETS skapt de store overskriftene for maritim sektor så langt, på tross av store svingninger i kvoteprisen i 2024. Men med full inkludering av skipsfarten i et stadig strammere kvotemarked må skipseiere forberede seg på tøffere tak. For å komplisere bildet kommer også kravene om bruk av alternative drivstoff.  
Hvor går kvoteprisen i årene frem mot 2030?  
Når begynner prisen å bite for rederiene?
Hvilke alternative drivstoff blir tilgjengelig, og til hvilken pris? 
Og hvor kommer de nye drivstoffene fra? Hvilken rolle kan norsk industri ta?"
Equinor i utlandet: Prestisje eller problematisk?,https://www.arendalsuka.no/programsok/details/24720,2024-08-13T09:00,EQUINOR I UTLANDET: PRESTISJE ELLER PROBLEMATISK?,"Greenpeace Norge, WWF Verdens Naturfond",N/A,"Greenpeace og WWF Verdens naturfond inviterer til arrangement om Equinors utenlandssatsing under Arendalsuka. 
Equinor har olje- og gassvirksomhet i 12 land globalt. Flere steder møter de stor lokal motstand. En ny rapport konkluderer at denne satsningen er både klimaskadelig og har usikker lønnsomhet. Hvorfor fortsetter da Equinor å investere store summer utenlands?
Statens forventning til Equinor er klar: statlige selskaper skal ha som mål å levere høyest mulig avkastning over tid innenfor bærekraftige rammer.  En ny rapport fra Australasian Centre for Corporate Responsibility (ACCR) konkluderer med at Equinors utenlandssatsning er både kostbar og klimaskadelig, og at nåværende strategi, som inkluderer letevirksomhet og åpning av store nye olje og gassfelt utenlands tar selskapet lenger bort fra målene i Parisavtalen. 
Neste år skal Equinors oppdaterte energiomstillingsplan vedtas på selskapets generalforsamling. Dersom selskapet skal operere innenfor bærekraftige rammer trengs en kraftig kursendring.  Vi inviterer til panelsamtale om Equinors fremtid.  
Foreløpig program: 
Innledning ved WWF Verdens Naturfond og Greenpeace Norge 
Australasian Centre for Corporate Responsibility legger frem rapporten “Equinor’s challenge: which way to Paris?”
Panelsamtale med Arild Skedsmo, Senioranalytiker for ansvarlige investeringer i KLP, Hilde Røed, Bærekraftsdirektør i Equinor, Martin Norman, Investor Engagement Lead i ACCR, og Atle Forfang Rostad, Oljearbeider og tillitsvalgt i Fellesforbundet.
Ordstyrer er Karoline Andaur, leder i WWF Verdens Naturfond.
Det vil bli servert kaffe/te.
Program oppdateres. Vel møtt!"
Norsk energipolitikk møter EU og klima,https://www.arendalsuka.no/programsok/details/24845,2024-08-13T09:00,NORSK ENERGIPOLITIKK MØTER EU OG KLIMA,CICERO senter for klimaforskning,"Torbjørg Jevnaker, Seniorforsker, CICERO
Asbjørn Torvanger, Seniorforsker, CICERO
Sigurd Kvammen Rafaelsen, Stortingsrepresentant, Arbeiderpartiet
Bård Ludvig Thorheim, Stortingsrepresentant, Høyre
Lars Haltbrekken, Stortingsrepresentant, Sosialistisk Venstreparti
Frode Longva, Avdelingsdirektør, CICERO","EU har gitt Norge frist til 13. august om å ta inn EUs fornybardirektiv i EØS-avtalen. Vi gjør opp status i Norges samarbeid med EU i dag, ser på utviklingen av EUs energipolitikk og rammene for omstillingen av det europeiske energisystemet framover. Utslippskutt i Norge vil kreve store mengder fornybar energi og bedre utnyttelse av energien, samtidig som det er ventet å bli mer knapphet på strømmen vår.
I denne sesjonen skal vi få innledninger om EUs «Ren energipakke» og Norges energiplaner.
Innledninger:
Hva vil EU med sin energipolitikk? Ren energipakken er en viktig del av EUs klimapolitikk – hva betyr den for Norge? Ved Torbjørg Jevnaker.
Et klimavennlig kraftsystem i Europa med utgangspunkt i Norge. De tekniske, økonomiske og naturgitte rammene for energisystemet. Barrierer og muligheter for fornybar energi, inkludert hydrogen, ved Asbjørn Torvanger.
Politikere fra Energi- og miljøkomiteen på Stortinget diskuterer og svarer på spørsmål om hvordan vi skal samarbeide med Europa på energifeltet; bruke energipolitikken i kommende stortingsperiode til å kutte klimagassutslippene i Norge, og oppnå støtte i samfunnet for grepene som taes.
Ordstyrer: Frode Longva, avdelingsdirektør ved CICERO"
Bærekraftrapportering,https://www.arendalsuka.no/programsok/details/24906,2024-08-13T09:00,BÆREKRAFTRAPPORTERING,Coxit & Computerworld,"Oda Bjerkan, Daglig leder, UN Global Compact
Knut Halvor Hansen, Styremedlem, Clemens Eiendom
Henrik Taubøll, Partner og eiendomsadvokat, Haavind
Iselin Paulsen, Director of Public Relations, Radar Group
Christine Lundberg Larsen, Managing director, Amesto Footprint
Magnus Brøyn, Debattleder","Vil det gi resultater for miljøet, eller er det bare mat for konsulentselskaper? Og, er vi klare for å møte rapporteringskravene som kommer fra 2025?"
- Det er vel nok natur?,https://www.arendalsuka.no/programsok/details/23198,2024-08-13T09:00,- DET ER VEL NOK NATUR?,"Kommunalbanken AS, Norsk Klimastiftelse","Vigdis Vandvik, Professor i samfunnsøkologi, Universitetet i Bergen
Jannicke Trumpy Granquist, Administrerende direktør, Kommunalbanken
Anne Jortveit, Nestleder, Norsk klimastiftelse
Knut K. Bjørgaas, Direktør landdivisjonen, Kartverket
Anders Lund, Rådgiver arealplan, Larvik kommune","- Det er vel nok natur var overskriften i en lederartikkel i Finansavisen i januar, signert redaktør Trygve Hegnar. Han kommenterte NRKs program Oppsynsmannen, der Bård Tufte Johansen viser fram omfanget av inngrepene i norsk natur. Hegnar konkluderte med at «…både de enkelte inngrep og summen er ubetydelige…»
Men de som har kunnskap om temaet, som Klimautvalget 2050 (2023) og Naturrisikoutvalget (2024) vurderer dette annerledes. For mange kommuner planlegger nedbygging av natur til formål som skoler, eldresentre, næringsparker og boliger. Og ikke minst: hytter. I tillegg ivrer næringslivet og mange politikere for bredere og rettere veier. Sammenlagt fører alle slike prosjekt til store klimagassutslipp og mindre natur. 
Norges 357 kommuner har ansvar for arealforvaltningen i Norge. Hvordan kan disse ta nødvendige nasjonale og internasjonale hensyn til klima og naturmangfold – samtidig som de ivaretar behovet for utvikling og næringsvirksomhet i eget lokalmiljø? Hvem har ansvaret for summen av alle naturinngrepene? Hva kjennetegner kommuner som klarer å kombinere behovet for utvikling med hensynet til natur og klima? Hvordan håndterer ansatte og folkevalgte krysspresset og behov for stadig mer kompetanse på dette feltet?
Disse store spørsmålene skal vi belyse og diskutere på dette arrangementet i regi av KBN – den norske stats kommunalbank – og Norsk klimastiftelse – Norges grønne tankesmie.
Program:
Hva er det som står på spill og hva risikerer vi å tape ved å fortsette som før? Hvordan bør lokalpolitikere fremover håndtere konflikter som oppstår mellom naturhensyn og ønsket vekst og utvikling?
Innledning ved Vigdis Vandvik, professor i samfunnsøkologi ved Universitetet i Bergen og medlem av Naturrisikoutvalget. 
Hvordan kan «Operasjon planvask» vise vei for andre kommuner
Anders Lund, rådgiver i Arealplan i Larvik kommune, innleder om prosjektet og hvordan det kan vise vei for andre kommuner.   
Naturkrisen og klimakrisen: Feilbeslutninger i kommunene kan gi negative konsekvenser for miljøet på land og i sjø
Med geografiske data og øvrige verktøy kan Kartverket bistå til effektiv og kunnskapsbasert forvaltning av naturen i kommunene. Innledning ved sivilingeniør Knut K. Bjørgås, direktør i Kartverkets landdivisjon.
Inspirasjonsprosjekter fra norske kommuner
Disse prosjektene ivaretar hensyn til både klima og natur. Inspirasjon fra norske kommuner ved Jannicke Trumpy Granquist, adm. dir. i Kommunalbanken.
Møteleder er Anne Jortveit, nestleder i Norsk klimastiftelse.
Arrangementet er åpent for alle og vil bli streamet. Lenke til streaming kommer.
Fullstendig program: Arendalsuka: – Det er vel nok natur? – Norsk klimastiftelse (klimastiftelsen.no)"
4000 offentlige milliarder - de grønne muligheters marked,https://www.arendalsuka.no/programsok/details/24111,2024-08-13T09:00,4000 OFFENTLIGE MILLIARDER - DE GRØNNE MULIGHETERS MARKED,Miljømerking Norge - Svanemerket,"Hilde Sandvik, Journalist
Heikki Eidsvoll Holmås, Direktør for bærekraft og politikk, Sopra Steria Footprint
Gro Jære, Administrerende direktør, Forsvarsmateriell
Elisabeth Hunter, Administrerende direktør, Vinmonopolet
Bente Hayes, Administrerende direktør, Sykehusinnkjøp
Alexander Haneng, Direktør innovasjon og bærekraft, NHO Service og Handel
Cathrine Pia Lund, Administrerende direktør, Svanemerket","Aldri har Norden stått sterkere. Med et historisk samarbeid rundt forsvarstjenester veves de nordiske landenes fellesskap enda tettere. Det er betryggende i en urolig verden. Men Norden har også en sterk, grønn muskel. Som verdens 11. største økonomi har vi en innkjøpsmakt på rundt 4000 milliarder. Tiden er overmoden for å samkjøre grønne krav i offentlige anskaffelser.
En fjern drøm, sier du? Absolutt ikke.
Nordiske helseforetak har allerede samkjørt innkjøpskrav på en rekke varer. Til stor suksess, og nå skal de samarbeide enda tettere. Dette er et godt eksempel på hvordan samkjørte krav forenkler anskaffelsesprosessen, og skaper nye og større markeder for mer klima- og miljøvennlige produkter og tjenester. 
Skal virksomhetene ta risiko og legge om til mer bærekraftige produkter og tjenester trenger de et større marked. Som for eksempel et felles nordisk marked. Ved å stille felles og standardiserte klima- og miljøkrav i offentlige anskaffelser på tvers av landegrensene, får Nordens innkjøpere slagkraft til å påvirke store industriaktører og kan være med å endre lineære verdikjeder. 
Grønne offentlige anskaffelser er en motor i omstillingen av Norge. Så hvorfor ikke tenke større? En samlet nordisk innkjøpsmakt vil utvilsomt gjøre det lukrativt for en rekke næringslivsaktører både i og utenfor Norden til å investere i mer klima- og miljøvennlig produksjon. Og som alle vet: Et felles grønt, nordisk marked for offentlige anskaffelser vil bidra til raskere omstilling i tråd med vedtatte planer og reguleringer. 
Vi ser på hvordan vi kan lære av de beste og få mer miljøeffekt per offentlige krone brukt. Og, vi spør et solid panel om hvordan vi kan overføre og implementere samkjørte krav og forenkler anskaffelsesprosessen i nordiske offentlige etater."
Vi pitcher grønne løsninger fra bygg og anleggsbransjen!,https://www.arendalsuka.no/programsok/details/23259,2024-08-13T09:00,VI PITCHER GRØNNE LØSNINGER FRA BYGG OG ANLEGGSBRANSJEN!,Klimapartnere,"Solveig Prestegaard, Leiar for Klima- og energinettverket, Telemark fylkeskommune
Mari Sveen Olsen, Klima- og bærekraftsrådgiver, Sweco
Anders Fylling, Bærekraftsdirektør, Statsbygg
Karl Magnus Skretting, Assisterende daglig leder, Ribe betong
Sigurd Boasson, Daglig leder, Boasson AS / Mattak AS,
Kristin Vedum, Prosjektleder, InnoTre
Tommy Pedersen, Daglig leder, Backe Vestfold og Telemark AS
Camilla Moster, Leder mobil energi, Eviny AS","Bygg og anleggssektoren står for store klimagassutslippp i Norge, men det er store fremskritt i bransjen! Bli med når vi pitcher grønne løsninger!
På dette arrangementet vil du få et innblikk i en bransje i omstilling og du vil få høre og se mer om utslippsfrie byggeplasser, resirkulerte bilbatterier, grønne tak, klimaløsninger i betong, ombruksløsninger osv.
Kom og bli oppdatert på hvordan ledende aktører jobber med omstilling!"
